,Position,Skipper,Bateau,Foil,Vitesse nds,Vitesse kmh,VMG,Lat,Long,Dist au premier nm,Dist au premier km,Dist a arrivee nm,Dist a arrivee km,percent classement,Date,Latitude,Longitude
16,17,Alan Roura,LA FABRIQUE,1,16.38,30.34,16.38,18° 25'13'' N,28° 38'17'' O,647.34,1198.87,22323.4,41342.94,8.1,2020-11-17 08:00:00,18.4203,-28.6381
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,15.98,29.59,15.53,18° 21'52'' N,29° 13'49'' O,650.04,1203.87,22326.1,41347.94,8.1,2020-11-17 08:00:00,18.3644,-29.2303
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,16.58,30.71,16.5,20° 47'0'' N,27° 32'54'' O,778.08,1441.0,22454.1,41584.99,7.6,2020-11-17 08:00:00,20.7833,-27.5483
19,20,Pip Hare,MEDALLIA,0,10.32,19.11,10.13,24° 28'14'' N,24° 40'15'' O,990.64,1834.67,22666.7,41978.73,6.7,2020-11-17 08:00:00,24.4706,-24.6708
20,21,Didac Costa,ONE PLANET ONE OCEAN,0,9.73,18.02,9.71,24° 38'48'' N,24° 44'29'' O,1001.17,1854.17,22677.2,41998.17,6.7,2020-11-17 08:00:00,24.6467,-24.7414
21,22,Manuel Cousin,GROUPE SÉTIN,0,8.95,16.58,8.72,25° 42'12'' N,23° 39'6'' O,1066.51,1975.18,22742.6,42119.3,6.4,2020-11-17 08:00:00,25.7033,-23.6517
22,23,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,2.47,4.57,2.27,26° 46'24'' N,27° 8'31'' O,1133.53,2099.3,22809.6,42243.38,6.1,2020-11-17 08:00:00,26.7733,-27.1419
23,24,Kojiro Shiraishi,DMG MORI Global One,1,1.06,1.96,0.11,27° 31'51'' N,22° 42'40'' O,1179.52,2184.47,22855.6,42328.57,5.9,2020-11-17 08:00:00,27.5308,-22.7111
24,25,Armel Tripon,L'OCCITANE EN PROVENCE,1,9.35,17.32,8.97,27° 38'54'' N,19° 41'9'' O,1209.33,2239.68,22885.4,42383.76,5.8,2020-11-17 08:00:00,27.6483,-19.6858
25,26,Ari Huusela,STARK,0,1.42,2.63,1.42,29° 0'38'' N,21° 54'57'' O,1272.07,2355.87,22948.1,42499.88,5.5,2020-11-17 08:00:00,29.0106,-21.9158
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,1.62,3.0,1.58,29° 6'2'' N,21° 55'57'' O,1277.34,2365.63,22953.4,42509.7,5.5,2020-11-17 08:00:00,29.1006,-21.9325
27,28,Alexia Barrier,4MYPLANET,0,6.52,12.08,3.18,29° 37'29'' N,22° 49'33'' O,1304.33,2415.62,22980.4,42559.7,5.4,2020-11-17 08:00:00,29.6247,-22.8258
28,29,Sebastien Destremau,MERCI,0,7.75,14.35,7.03,29° 56'45'' N,20° 55'53'' O,1334.25,2471.03,23010.3,42615.08,5.3,2020-11-17 08:00:00,29.9458,-20.9314
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,5.93,10.98,4.22,30° 31'13'' N,22° 16'44'' O,1360.32,2519.31,23036.4,42663.41,5.2,2020-11-17 08:00:00,30.5203,-22.2789
30,31,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,7.45,13.8,0.25,33° 54'45'' N,20° 34'17'' O,1572.64,2912.53,23248.7,43056.59,4.3,2020-11-17 08:00:00,33.9125,-20.5714
31,32,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2569.23,4758.21,24245.3,44902.3,0.2,2020-11-17 08:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,18.1,33.52,18.07,8° 46'31'' N,29° 1'21'' O,0.0,0.0,21759.2,40298.04,10.4,2020-11-17 04:00:00,8.7753,-29.0225
1,2,Thomas Ruyant,LinkedOut,1,19.96,36.97,19.93,10° 31'51'' N,29° 6'29'' O,104.11,192.81,21863.3,40490.83,10.0,2020-11-17 04:00:00,10.5308,-29.1081
2,3,Jean Le Cam,Yes We Cam!,0,16.94,31.37,16.74,10° 53'41'' N,28° 9'55'' O,114.63,212.29,21873.9,40510.46,10.0,2020-11-17 04:00:00,10.8947,-28.1653
3,4,Charlie Dalin,APIVIA,1,20.76,38.45,20.71,11° 19'1'' N,29° 2'48'' O,149.57,277.0,21908.8,40575.1,9.8,2020-11-17 04:00:00,11.3169,-29.0467
4,5,Kevin Escoffier,PRB,1,16.83,31.17,16.26,12° 26'43'' N,28° 31'25'' O,210.03,388.98,21969.3,40687.14,9.6,2020-11-17 04:00:00,12.4453,-28.5236
5,6,Louis Burton,BUREAU VALLEE 2,1,17.78,32.93,17.59,13° 8'47'' N,28° 55'45'' O,255.87,473.87,22015.1,40771.97,9.4,2020-11-17 04:00:00,13.1464,-28.9292
6,7,Benjamin Dutreux,OMIA - WATER FAMILY,0,15.25,28.24,14.86,13° 15'50'' N,28° 49'59'' O,261.72,484.71,22021.0,40782.89,9.4,2020-11-17 04:00:00,13.2639,-28.8331
7,8,Samantha Davies,INITIATIVES-COEUR,1,17.2,31.85,17.0,13° 25'18'' N,29° 30'36'' O,278.82,516.37,22038.1,40814.56,9.3,2020-11-17 04:00:00,13.4217,-29.51
8,9,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,17.61,32.61,17.5,13° 31'53'' N,28° 57'37'' O,278.91,516.54,22038.2,40814.75,9.3,2020-11-17 04:00:00,13.5314,-28.9603
9,10,Yannick Bestaven,Maître CoQ IV,1,16.07,29.76,15.98,13° 59'51'' N,28° 2'39'' O,296.67,549.43,22055.9,40847.53,9.2,2020-11-17 04:00:00,13.9975,-28.0442
10,11,Damien Seguin,GROUPE APICIL,0,16.0,29.63,15.7,14° 2'14'' N,28° 9'31'' O,300.17,555.91,22059.4,40854.01,9.2,2020-11-17 04:00:00,14.0372,-28.1586
11,12,Sebastien Simon,ARKEA PAPREC,1,17.82,33.0,17.22,15° 15'43'' N,28° 25'7'' O,375.22,694.91,22134.5,40993.09,8.9,2020-11-17 04:00:00,15.2619,-28.4186
12,13,Romain Attanasio,PURE - Best Western®,0,16.2,30.0,15.62,16° 38'56'' N,28° 17'30'' O,455.95,844.42,22215.2,41142.55,8.6,2020-11-17 04:00:00,16.6489,-28.2917
13,14,Maxime Sorel,V and B-MAYENNE,0,17.97,33.28,17.35,16° 31'15'' N,29° 34'0'' O,461.81,855.27,22221.0,41153.29,8.5,2020-11-17 04:00:00,16.5208,-29.5667
14,15,Giancarlo Pedote,PRYSMIAN GROUP,1,19.5,36.11,18.51,17° 17'23'' N,30° 24'41'' O,516.83,957.17,22276.1,41255.34,8.3,2020-11-17 04:00:00,17.2897,-30.4114
15,16,Isabelle Joschke,MACSF,1,16.79,31.1,15.99,19° 9'2'' N,27° 4'44'' O,594.4,1100.83,22353.6,41398.87,8.0,2020-11-17 04:00:00,19.1506,-27.0789
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,15.94,29.52,14.59,19° 25'37'' N,29° 10'5'' O,628.94,1164.8,22388.2,41462.95,7.9,2020-11-17 04:00:00,19.4269,-29.1681
17,18,Alan Roura,LA FABRIQUE,1,17.61,32.61,17.3,19° 29'24'' N,28° 52'1'' O,629.65,1166.11,22388.9,41464.24,7.9,2020-11-17 04:00:00,19.49,-28.8669
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,16.81,31.13,16.74,21° 53'15'' N,27° 34'46'' O,760.88,1409.15,22520.1,41707.23,7.3,2020-11-17 04:00:00,21.8875,-27.5794
19,20,Pip Hare,MEDALLIA,0,9.03,16.72,8.71,25° 8'33'' N,24° 30'34'' O,947.94,1755.58,22707.2,42053.73,6.5,2020-11-17 04:00:00,25.1425,-24.5094
20,21,Didac Costa,ONE PLANET ONE OCEAN,0,9.09,16.83,8.9,25° 17'35'' N,24° 41'21'' O,956.8,1771.99,22716.0,42070.03,6.5,2020-11-17 04:00:00,25.2931,-24.6892
21,22,Manuel Cousin,GROUPE SÉTIN,0,6.39,11.83,6.37,26° 17'23'' N,23° 46'13'' O,1018.14,1885.6,22777.4,42183.74,6.3,2020-11-17 04:00:00,26.2897,-23.7703
22,23,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,1.86,3.44,1.53,26° 55'46'' N,27° 5'1'' O,1059.42,1962.05,22818.7,42260.23,6.1,2020-11-17 04:00:00,26.9294,-27.0836
23,24,Kojiro Shiraishi,DMG MORI Global One,1,0.98,1.81,0.58,27° 31'54'' N,22° 37'53'' O,1096.73,2031.14,22856.0,42329.31,5.9,2020-11-17 04:00:00,27.5317,-22.6314
24,25,Armel Tripon,L'OCCITANE EN PROVENCE,1,9.84,18.22,9.7,28° 16'7'' N,19° 45'15'' O,1161.96,2151.95,22921.2,42450.06,5.7,2020-11-17 04:00:00,28.2686,-19.7542
25,26,Ari Huusela,STARK,0,3.78,7.0,3.74,29° 6'19'' N,21° 54'39'' O,1194.54,2212.29,22953.8,42510.44,5.5,2020-11-17 04:00:00,29.1053,-21.9108
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,3.88,7.19,3.49,29° 12'11'' N,21° 53'41'' O,1200.47,2223.27,22959.7,42521.36,5.5,2020-11-17 04:00:00,29.2031,-21.8947
27,28,Alexia Barrier,4MYPLANET,0,6.24,11.56,3.82,29° 47'60'' N,22° 22'5'' O,1233.62,2284.66,22992.9,42582.85,5.4,2020-11-17 04:00:00,29.8,-22.3681
28,29,Sebastien Destremau,MERCI,0,3.98,7.37,3.19,30° 22'32'' N,20° 36'1'' O,1279.08,2368.86,23038.3,42666.93,5.2,2020-11-17 04:00:00,30.3756,-20.6003
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,6.64,12.3,3.86,30° 46'13'' N,21° 55'22'' O,1293.86,2396.23,23053.1,42694.34,5.1,2020-11-17 04:00:00,30.7703,-21.9228
30,31,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,3.06,5.67,2.62,33° 51'1'' N,19° 58'43'' O,1490.09,2759.65,23249.3,43057.7,4.3,2020-11-17 04:00:00,33.8503,-19.9786
31,32,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2486.03,4604.13,24245.3,44902.3,0.2,2020-11-17 04:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,17.77,32.91,17.63,10° 48'8'' N,29° 37'11'' O,0.0,0.0,21885.7,40532.32,9.9,2020-11-16 21:00:00,10.8022,-29.6197
1,2,Jean Le Cam,Yes We Cam!,0,15.94,29.52,15.93,12° 52'8'' N,28° 13'16'' O,105.33,195.07,21991.0,40727.33,9.5,2020-11-16 21:00:00,12.8689,-28.2211
2,3,Thomas Ruyant,LinkedOut,1,18.87,34.95,18.86,12° 40'1'' N,29° 26'33'' O,107.23,198.59,21992.9,40730.85,9.5,2020-11-16 21:00:00,12.6669,-29.4425
3,4,Charlie Dalin,APIVIA,1,18.66,34.56,18.58,13° 43'1'' N,29° 22'3'' O,168.07,311.27,22053.8,40843.64,9.2,2020-11-16 21:00:00,13.7169,-29.3675
4,5,Kevin Escoffier,PRB,1,14.89,27.58,14.79,14° 24'4'' N,28° 21'26'' O,197.28,365.36,22083.0,40897.72,9.1,2020-11-16 21:00:00,14.4011,-28.3572
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,16.94,31.37,16.77,15° 2'26'' N,28° 45'23'' O,239.22,443.04,22124.9,40975.31,8.9,2020-11-16 21:00:00,15.0406,-28.7564
6,7,Louis Burton,BUREAU VALLEE 2,1,19.93,36.91,19.84,15° 13'1'' N,29° 1'18'' O,252.5,467.63,22138.2,40999.95,8.9,2020-11-16 21:00:00,15.2169,-29.0217
7,8,Samantha Davies,INITIATIVES-COEUR,1,18.21,33.72,18.17,15° 25'26'' N,29° 36'42'' O,271.32,502.48,22157.0,41034.76,8.8,2020-11-16 21:00:00,15.4239,-29.6117
8,9,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,19.31,35.76,19.31,15° 34'40'' N,29° 7'42'' O,274.93,509.17,22160.6,41041.43,8.8,2020-11-16 21:00:00,15.5778,-29.1283
9,10,Yannick Bestaven,Maître CoQ IV,1,17.33,32.1,17.28,15° 51'58'' N,28° 10'48'' O,282.11,522.47,22167.8,41054.77,8.8,2020-11-16 21:00:00,15.8661,-28.18
10,11,Damien Seguin,GROUPE APICIL,0,17.51,32.43,17.24,15° 54'9'' N,28° 6'15'' O,283.52,525.08,22169.2,41057.36,8.8,2020-11-16 21:00:00,15.9025,-28.1042
11,12,Sebastien Simon,ARKEA PAPREC,1,18.91,35.02,18.0,17° 19'49'' N,28° 13'17'' O,369.18,683.72,22254.9,41216.07,8.4,2020-11-16 21:00:00,17.3303,-28.2214
12,13,Romain Attanasio,PURE - Best Western®,0,17.73,32.84,16.71,18° 31'36'' N,28° 4'45'' O,438.69,812.45,22324.4,41344.79,8.1,2020-11-16 21:00:00,18.5267,-28.0792
13,14,Maxime Sorel,V and B-MAYENNE,0,18.93,35.06,18.36,18° 36'35'' N,29° 23'43'' O,456.61,845.64,22342.3,41377.94,8.0,2020-11-16 21:00:00,18.6097,-29.3953
14,15,Giancarlo Pedote,PRYSMIAN GROUP,1,19.32,35.78,18.48,19° 32'47'' N,30° 7'0'' O,519.65,962.39,22405.3,41494.62,7.8,2020-11-16 21:00:00,19.5464,-30.1167
15,16,Isabelle Joschke,MACSF,1,18.18,33.67,17.96,21° 3'19'' N,26° 35'51'' O,579.29,1072.85,22465.0,41605.18,7.5,2020-11-16 21:00:00,21.0553,-26.5975
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,16.74,31.0,15.27,21° 13'42'' N,28° 40'40'' O,604.26,1119.09,22489.9,41651.29,7.4,2020-11-16 21:00:00,21.2283,-28.6778
17,18,Alan Roura,LA FABRIQUE,1,17.69,32.76,17.32,21° 32'33'' N,28° 49'36'' O,624.25,1156.11,22509.9,41688.33,7.4,2020-11-16 21:00:00,21.5425,-28.8267
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,13.99,25.91,13.82,23° 50'50'' N,27° 37'16'' O,751.57,1391.91,22637.2,41924.09,6.8,2020-11-16 21:00:00,23.8472,-27.6211
19,20,Pip Hare,MEDALLIA,0,7.86,14.56,6.56,26° 8'52'' N,24° 9'49'' O,882.32,1634.06,22768.0,42166.34,6.3,2020-11-16 21:00:00,26.1478,-24.1636
20,21,Didac Costa,ONE PLANET ONE OCEAN,0,8.69,16.09,7.67,26° 19'30'' N,24° 25'7'' O,892.58,1653.06,22778.3,42185.41,6.2,2020-11-16 21:00:00,26.325,-24.4186
21,22,Manuel Cousin,GROUPE SÉTIN,0,7.15,13.24,6.41,27° 2'5'' N,23° 48'2'' O,936.31,1734.05,22822.0,42266.34,6.1,2020-11-16 21:00:00,27.0347,-23.8006
22,23,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,1.77,3.28,1.09,27° 6'58'' N,26° 57'40'' O,943.65,1747.64,22829.3,42279.86,6.0,2020-11-16 21:00:00,27.1161,-26.9611
23,24,Kojiro Shiraishi,DMG MORI Global One,1,2.42,4.48,1.84,27° 35'26'' N,22° 31'17'' O,974.35,1804.5,22860.0,42336.72,5.9,2020-11-16 21:00:00,27.5906,-22.5214
24,25,Ari Huusela,STARK,0,7.73,14.32,7.59,29° 31'57'' N,21° 47'23'' O,1094.31,2026.66,22980.0,42558.96,5.4,2020-11-16 21:00:00,29.5325,-21.7897
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,4.93,9.13,4.91,29° 37'41'' N,22° 4'24'' O,1098.41,2034.26,22984.1,42566.55,5.4,2020-11-16 21:00:00,29.6281,-22.0733
26,27,Armel Tripon,L'OCCITANE EN PROVENCE,1,2.04,3.78,1.92,29° 20'12'' N,19° 16'29'' O,1103.34,2043.39,22989.0,42575.63,5.4,2020-11-16 21:00:00,29.3367,-19.2747
27,28,Alexia Barrier,4MYPLANET,0,6.1,11.3,5.04,30° 10'24'' N,21° 38'52'' O,1133.38,2099.02,23019.1,42631.37,5.3,2020-11-16 21:00:00,30.1733,-21.6478
28,29,Sebastien Destremau,MERCI,0,5.86,10.85,5.39,30° 41'47'' N,20° 12'39'' O,1174.81,2175.75,23060.5,42708.05,5.1,2020-11-16 21:00:00,30.6964,-20.2108
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,4.05,7.5,2.28,31° 7'57'' N,21° 7'30'' O,1193.85,2211.01,23079.5,42743.23,5.0,2020-11-16 21:00:00,31.1325,-21.125
30,31,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,11.38,21.08,8.66,34° 7'20'' N,19° 42'1'' O,1381.97,2559.41,23267.6,43091.6,4.2,2020-11-16 21:00:00,34.1222,-19.7003
31,32,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2359.59,4369.96,24245.3,44902.3,0.2,2020-11-16 21:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,18.83,34.87,18.24,11° 58'51'' N,29° 43'50'' O,0.0,0.0,21956.2,40662.88,9.6,2020-11-16 17:00:00,11.9808,-29.7306
1,2,Jean Le Cam,Yes We Cam!,0,16.4,30.37,16.34,13° 54'18'' N,28° 27'39'' O,98.54,182.5,22054.7,40845.3,9.2,2020-11-16 17:00:00,13.905,-28.4608
2,3,Thomas Ruyant,LinkedOut,1,20.09,37.21,20.03,13° 53'26'' N,29° 44'18'' O,112.16,207.72,22068.3,40870.49,9.2,2020-11-16 17:00:00,13.8906,-29.7383
3,4,Charlie Dalin,APIVIA,1,16.02,29.67,15.73,14° 57'11'' N,29° 30'21'' O,171.87,318.3,22128.1,40981.24,8.9,2020-11-16 17:00:00,14.9531,-29.5058
4,5,Kevin Escoffier,PRB,1,18.92,35.04,18.31,15° 23'30'' N,28° 25'1'' O,185.91,344.31,22142.1,41007.17,8.9,2020-11-16 17:00:00,15.3917,-28.4169
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,18.28,33.85,17.64,16° 10'4'' N,28° 48'16'' O,235.77,436.65,22192.0,41099.58,8.7,2020-11-16 17:00:00,16.1678,-28.8044
6,7,Louis Burton,BUREAU VALLEE 2,1,18.73,34.69,18.21,16° 32'19'' N,29° 9'11'' O,261.35,484.02,22217.5,41146.81,8.6,2020-11-16 17:00:00,16.5386,-29.1531
7,8,Samantha Davies,INITIATIVES-COEUR,1,18.6,34.45,18.15,16° 37'36'' N,29° 46'38'' O,273.48,506.48,22229.7,41169.4,8.5,2020-11-16 17:00:00,16.6267,-29.7772
8,9,Yannick Bestaven,Maître CoQ IV,1,19.41,35.95,19.03,17° 0'56'' N,28° 17'30'' O,280.7,519.86,22236.9,41182.74,8.5,2020-11-16 17:00:00,17.0156,-28.2917
9,10,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,20.29,37.58,20.27,16° 50'28'' N,29° 22'56'' O,281.66,521.63,22237.8,41184.41,8.5,2020-11-16 17:00:00,16.8411,-29.3822
10,11,Damien Seguin,GROUPE APICIL,0,18.41,34.1,17.63,17° 4'8'' N,28° 5'25'' O,281.93,522.13,22238.1,41184.96,8.5,2020-11-16 17:00:00,17.0689,-28.0903
11,12,Sebastien Simon,ARKEA PAPREC,1,19.54,36.19,18.66,18° 34'33'' N,28° 1'17'' O,370.57,686.3,22326.8,41349.23,8.1,2020-11-16 17:00:00,18.5758,-28.0214
12,13,Romain Attanasio,PURE - Best Western®,0,16.89,31.28,16.29,19° 41'13'' N,27° 50'49'' O,434.96,805.55,22391.2,41468.5,7.8,2020-11-16 17:00:00,19.6869,-27.8469
13,14,Maxime Sorel,V and B-MAYENNE,0,16.48,30.52,16.25,19° 52'7'' N,29° 18'32'' O,459.49,850.98,22415.7,41513.88,7.7,2020-11-16 17:00:00,19.8686,-29.3089
14,15,Giancarlo Pedote,PRYSMIAN GROUP,1,18.96,35.11,18.46,20° 49'35'' N,29° 58'23'' O,522.95,968.5,22479.1,41631.29,7.5,2020-11-16 17:00:00,20.8264,-29.9731
15,16,Isabelle Joschke,MACSF,1,17.28,32.0,16.38,22° 15'42'' N,26° 28'54'' O,580.55,1075.18,22536.7,41737.97,7.2,2020-11-16 17:00:00,22.2617,-26.4817
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,18.28,33.85,16.81,22° 18'16'' N,28° 21'48'' O,594.68,1101.35,22550.9,41764.27,7.2,2020-11-16 17:00:00,22.3044,-28.3633
17,18,Alan Roura,LA FABRIQUE,1,15.35,28.43,14.92,22° 43'12'' N,28° 46'43'' O,623.0,1153.8,22579.2,41816.68,7.1,2020-11-16 17:00:00,22.72,-28.7786
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,9.68,17.93,9.49,24° 46'42'' N,27° 34'6'' O,736.31,1363.65,22692.5,42026.51,6.6,2020-11-16 17:00:00,24.7783,-27.5683
19,20,Pip Hare,MEDALLIA,0,4.28,7.93,3.99,26° 34'14'' N,23° 49'8'' O,837.92,1551.83,22794.1,42214.67,6.2,2020-11-16 17:00:00,26.5706,-23.8189
20,21,Didac Costa,ONE PLANET ONE OCEAN,0,4.47,8.28,4.24,26° 49'33'' N,24° 5'37'' O,852.63,1579.07,22808.8,42241.9,6.1,2020-11-16 17:00:00,26.8258,-24.0936
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,1.79,3.32,0.92,27° 11'42'' N,26° 51'47'' O,877.48,1625.09,22833.7,42288.01,6.0,2020-11-16 17:00:00,27.195,-26.8631
22,23,Manuel Cousin,GROUPE SÉTIN,0,2.22,4.11,2.18,27° 26'57'' N,23° 32'12'' O,891.35,1650.78,22847.6,42313.76,6.0,2020-11-16 17:00:00,27.4492,-23.5367
23,24,Kojiro Shiraishi,DMG MORI Global One,1,1.44,2.67,0.01,27° 42'7'' N,22° 23'23'' O,911.17,1687.49,22867.4,42350.42,5.9,2020-11-16 17:00:00,27.7019,-22.3897
24,25,Armel Tripon,L'OCCITANE EN PROVENCE,1,2.09,3.87,1.31,29° 28'17'' N,19° 17'50'' O,1040.52,1927.04,22996.7,42589.89,5.4,2020-11-16 17:00:00,29.4714,-19.2972
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,4.29,7.95,4.03,29° 56'59'' N,21° 59'53'' O,1047.51,1939.99,23003.7,42602.85,5.3,2020-11-16 17:00:00,29.9497,-21.9981
26,27,Ari Huusela,STARK,0,4.22,7.82,4.06,30° 1'23'' N,21° 36'28'' O,1054.14,1952.27,23010.3,42615.08,5.3,2020-11-16 17:00:00,30.0231,-21.6078
27,28,Alexia Barrier,4MYPLANET,0,2.01,3.72,1.95,30° 28'40'' N,21° 20'8'' O,1082.95,2005.62,23039.1,42668.41,5.2,2020-11-16 17:00:00,30.4778,-21.3356
28,29,Sebastien Destremau,MERCI,0,9.01,16.69,8.94,31° 4'29'' N,20° 19'23'' O,1125.81,2085.0,23082.0,42747.86,5.0,2020-11-16 17:00:00,31.0747,-20.3231
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,8.39,15.54,7.25,31° 15'6'' N,20° 50'30'' O,1132.38,2097.17,23088.6,42760.09,5.0,2020-11-16 17:00:00,31.2517,-20.8417
30,31,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,10.19,18.87,8.79,34° 35'52'' N,18° 59'8'' O,1345.71,2492.25,23301.9,43155.12,4.1,2020-11-16 17:00:00,34.5978,-18.9856
31,32,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2289.08,4239.38,24245.3,44902.3,0.2,2020-11-16 17:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,20.4,37.78,20.13,12° 55'16'' N,29° 41'34'' O,0.0,0.0,22010.9,40764.19,9.4,2020-11-16 14:00:00,12.9211,-29.6928
1,2,Jean Le Cam,Yes We Cam!,0,17.82,33.0,17.64,14° 43'13'' N,28° 32'35'' O,92.86,171.98,22103.7,40936.05,9.0,2020-11-16 14:00:00,14.7203,-28.5431
2,3,Thomas Ruyant,LinkedOut,1,21.56,39.93,21.01,14° 53'10'' N,29° 52'15'' O,117.55,217.7,22128.4,40981.8,8.9,2020-11-16 14:00:00,14.8861,-29.8708
3,4,Charlie Dalin,APIVIA,1,22.08,40.89,21.87,15° 45'12'' N,29° 30'40'' O,164.35,304.38,22175.2,41068.47,8.7,2020-11-16 14:00:00,15.7533,-29.5111
4,5,Kevin Escoffier,PRB,1,19.33,35.8,18.17,16° 20'3'' N,28° 20'8'' O,186.12,344.69,22197.0,41108.84,8.6,2020-11-16 14:00:00,16.3342,-28.3356
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,19.05,35.28,18.2,17° 4'40'' N,28° 43'18'' O,233.97,433.31,22244.8,41197.37,8.4,2020-11-16 14:00:00,17.0778,-28.7217
6,7,Louis Burton,BUREAU VALLEE 2,1,20.06,37.15,19.16,17° 28'24'' N,29° 6'10'' O,261.26,483.85,22272.1,41247.93,8.3,2020-11-16 14:00:00,17.4733,-29.1028
7,8,Samantha Davies,INITIATIVES-COEUR,1,21.33,39.5,20.92,17° 33'20'' N,29° 45'23'' O,273.22,506.0,22284.1,41270.15,8.3,2020-11-16 14:00:00,17.5556,-29.7564
8,9,Damien Seguin,GROUPE APICIL,0,18.93,35.06,18.34,17° 58'51'' N,27° 57'48'' O,280.1,518.75,22291.0,41282.93,8.3,2020-11-16 14:00:00,17.9808,-27.9633
9,10,Yannick Bestaven,Maître CoQ IV,1,18.49,34.24,18.25,17° 59'4'' N,28° 15'34'' O,283.07,524.25,22293.9,41288.3,8.2,2020-11-16 14:00:00,17.9844,-28.2594
10,11,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,20.71,38.35,20.59,17° 50'38'' N,29° 32'13'' O,287.78,532.97,22298.7,41297.19,8.2,2020-11-16 14:00:00,17.8439,-29.5369
11,12,Nicolas Troussel,CORUM L'EPARGNE,1,2.37,4.39,1.71,19° 23'12'' N,28° 49'33'' O,371.48,687.98,22382.4,41452.2,7.9,2020-11-16 14:00:00,19.3867,-28.8258
12,13,Sebastien Simon,ARKEA PAPREC,1,21.26,39.37,20.86,19° 32'31'' N,27° 52'15'' O,371.85,688.67,22382.7,41452.76,7.9,2020-11-16 14:00:00,19.5419,-27.8708
13,14,Romain Attanasio,PURE - Best Western®,0,16.57,30.69,16.29,20° 31'24'' N,27° 43'38'' O,429.04,794.58,22439.9,41558.69,7.6,2020-11-16 14:00:00,20.5233,-27.7272
14,15,Maxime Sorel,V and B-MAYENNE,0,16.2,30.0,16.08,20° 41'30'' N,29° 19'20'' O,453.55,839.97,22464.4,41604.07,7.5,2020-11-16 14:00:00,20.6917,-29.3222
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,18.16,33.63,16.72,21° 46'22'' N,29° 55'58'' O,523.63,969.76,22534.5,41733.89,7.3,2020-11-16 14:00:00,21.7728,-29.9328
16,17,Isabelle Joschke,MACSF,1,15.15,28.06,14.82,23° 5'37'' N,26° 13'53'' O,574.86,1064.64,22585.8,41828.9,7.0,2020-11-16 14:00:00,23.0936,-26.2314
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,15.03,27.84,14.24,23° 11'7'' N,28° 6'4'' O,590.23,1093.11,22601.1,41857.24,7.0,2020-11-16 14:00:00,23.1853,-28.1011
18,19,Alan Roura,LA FABRIQUE,1,14.84,27.48,14.23,23° 29'6'' N,28° 42'53'' O,613.05,1135.37,22623.9,41899.46,6.9,2020-11-16 14:00:00,23.485,-28.7147
