,Position,Skipper,Bateau,Foil,Vitesse nds,Vitesse kmh,VMG,Lat,Long,Dist au premier nm,Dist au premier km,Dist a arrivee nm,Dist a arrivee km,percent classement,Date,Latitude,Longitude
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,13.22,24.48,9.43,5° 5'36'' S,31° 57'4'' O,2226.28,4123.07,21015.1,38919.97,13.5,2020-11-26 21:00:00,-5.0933,-31.9511
25,26,Alexia Barrier,4MYPLANET,0,12.25,22.69,9.22,4° 13'2'' S,30° 43'30'' O,2248.14,4163.56,21036.9,38960.34,13.4,2020-11-26 21:00:00,-4.2172,-30.725
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,11.79,21.84,9.05,4° 5'17'' S,30° 47'46'' O,2256.89,4179.76,21045.7,38976.64,13.4,2020-11-26 21:00:00,-4.0881,-30.7961
27,28,Clement Giraud,Compagnie du Lit / Jiliti,0,12.35,22.87,9.69,3° 1'50'' S,29° 23'16'' O,2289.81,4240.73,21078.6,39037.57,13.2,2020-11-26 21:00:00,-3.0306,-29.3878
28,29,Ari Huusela,STARK,0,11.58,21.45,9.73,1° 57'34'' S,29° 48'43'' O,2358.77,4368.44,21147.6,39165.36,13.0,2020-11-26 21:00:00,-1.9594,-29.8119
29,30,Sebastien Destremau,MERCI,0,10.63,19.69,8.9,1° 25'0'' S,29° 54'30'' O,2391.61,4429.26,21180.4,39226.1,12.8,2020-11-26 21:00:00,-1.4167,-29.9083
30,31,Kojiro Shiraishi,DMG MORI Global One,1,10.12,18.74,9.41,1° 37'45'' N,29° 32'39'' O,2561.01,4742.99,21349.8,39539.83,12.1,2020-11-26 21:00:00,1.6292,-29.5442
31,32,Jeremie Beyou,CHARAL,1,13.97,25.87,13.66,8° 31'46'' N,26° 1'11'' O,2924.28,5415.77,21713.1,40212.66,10.6,2020-11-26 21:00:00,8.5294,-26.0197
0,1,Charlie Dalin,APIVIA,1,9.57,17.72,7.62,38° 56'24'' S,13° 16'16'' O,0.0,0.0,18812.1,34840.01,22.6,2020-11-26 17:00:00,-38.94,-13.2711
1,2,Thomas Ruyant,LinkedOut,1,1.15,2.13,0.92,36° 39'24'' S,15° 5'23'' O,139.04,257.5,18951.2,35097.62,22.0,2020-11-26 17:00:00,-36.6567,-15.0897
2,3,Jean Le Cam,Yes We Cam!,0,8.37,15.5,0.99,32° 44'52'' S,17° 42'24'' O,370.93,686.96,19183.1,35527.1,21.0,2020-11-26 17:00:00,-32.7478,-17.7067
3,4,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,9.95,18.43,6.97,34° 53'1'' S,23° 9'25'' O,532.95,987.02,19345.1,35827.13,20.4,2020-11-26 17:00:00,-34.8836,-23.1569
4,5,Yannick Bestaven,Maître CoQ IV,1,9.28,17.19,6.01,34° 52'6'' S,23° 14'20'' O,536.88,994.3,19349.0,35834.35,20.4,2020-11-26 17:00:00,-34.8683,-23.2389
5,6,Kevin Escoffier,PRB,1,7.02,13.0,5.1,35° 5'43'' S,23° 24'49'' O,537.32,995.12,19349.5,35835.27,20.4,2020-11-26 17:00:00,-35.0953,-23.4136
6,7,Sebastien Simon,ARKEA PAPREC,1,11.15,20.65,8.41,35° 38'12'' S,25° 19'41'' O,602.09,1115.07,19414.2,35955.1,20.1,2020-11-26 17:00:00,-35.6367,-25.3281
7,8,Alex Thomson,HUGO BOSS,1,7.57,14.02,6.56,35° 11'12'' S,26° 42'17'' O,673.96,1248.17,19486.1,36088.26,19.8,2020-11-26 17:00:00,-35.1867,-26.7047
8,9,Louis Burton,BUREAU VALLEE 2,1,11.61,21.5,9.03,37° 8'29'' S,28° 12'54'' O,681.65,1262.42,19493.8,36102.52,19.8,2020-11-26 17:00:00,-37.1414,-28.215
9,10,Samantha Davies,INITIATIVES-COEUR,1,6.92,12.82,5.13,36° 32'23'' S,28° 11'14'' O,697.26,1291.33,19509.4,36131.41,19.7,2020-11-26 17:00:00,-36.5397,-28.1872
10,11,Damien Seguin,GROUPE APICIL,0,7.98,14.78,7.26,33° 29'35'' S,27° 8'49'' O,745.48,1380.63,19557.6,36220.68,19.5,2020-11-26 17:00:00,-33.4931,-27.1469
11,12,Giancarlo Pedote,PRYSMIAN GROUP,1,11.58,21.45,10.12,33° 36'58'' S,27° 19'1'' O,748.74,1386.67,19560.9,36226.79,19.5,2020-11-26 17:00:00,-33.6161,-27.3169
12,13,Benjamin Dutreux,OMIA - WATER FAMILY,0,10.72,19.85,8.56,33° 41'24'' S,27° 28'34'' O,753.11,1394.76,19565.2,36234.75,19.5,2020-11-26 17:00:00,-33.69,-27.4761
13,14,Maxime Sorel,V and B-MAYENNE,0,13.17,24.39,10.37,31° 37'13'' S,26° 51'2'' O,794.68,1471.75,19606.8,36311.79,19.3,2020-11-26 17:00:00,-31.6203,-26.8506
14,15,Isabelle Joschke,MACSF,1,11.9,22.04,10.0,32° 14'11'' S,27° 23'31'' O,796.91,1475.88,19609.1,36316.05,19.3,2020-11-26 17:00:00,-32.2364,-27.3919
15,16,Romain Attanasio,PURE - Best Western®,0,14.31,26.5,13.29,31° 21'26'' S,29° 21'44'' O,909.76,1684.88,19721.9,36524.96,18.8,2020-11-26 17:00:00,-31.3572,-29.3622
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,13.81,25.58,11.1,29° 52'42'' S,28° 47'21'' O,936.6,1734.58,19748.7,36574.59,18.7,2020-11-26 17:00:00,-29.8783,-28.7892
17,18,Alan Roura,LA FABRIQUE,1,17.1,31.67,12.91,30° 21'19'' S,30° 52'55'' O,1008.42,1867.59,19820.6,36707.75,18.4,2020-11-26 17:00:00,-30.3553,-30.8819
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,16.86,31.22,10.89,26° 40'20'' S,30° 7'25'' O,1108.72,2053.35,19920.9,36893.51,18.0,2020-11-26 17:00:00,-26.6722,-30.1236
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,14.82,27.45,10.95,16° 0'51'' S,33° 38'17'' O,1687.67,3125.56,20499.8,37965.63,15.6,2020-11-26 17:00:00,-16.0142,-33.6381
20,21,Manuel Cousin,GROUPE SÉTIN,0,14.76,27.34,10.13,15° 7'27'' S,33° 37'20'' O,1728.86,3201.85,20541.0,38041.93,15.5,2020-11-26 17:00:00,-15.1242,-33.6222
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,11.93,22.09,7.67,13° 58'16'' S,32° 18'27'' O,1740.78,3223.92,20552.9,38063.97,15.4,2020-11-26 17:00:00,-13.9711,-32.3075
22,23,Pip Hare,MEDALLIA,0,11.13,20.61,7.41,13° 58'15'' S,32° 53'18'' O,1759.66,3258.89,20571.8,38098.97,15.3,2020-11-26 17:00:00,-13.9708,-32.8883
23,24,Armel Tripon,L'OCCITANE EN PROVENCE,1,16.19,29.98,13.34,13° 5'18'' S,33° 52'17'' O,1835.91,3400.11,20648.1,38240.28,15.0,2020-11-26 17:00:00,-13.0883,-33.8714
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,15.23,28.21,11.05,4° 16'51'' S,31° 36'40'' O,2240.28,4149.0,21052.4,38989.04,13.4,2020-11-26 17:00:00,-4.2808,-31.6111
25,26,Alexia Barrier,4MYPLANET,0,12.22,22.63,9.81,3° 27'35'' S,30° 25'13'' O,2261.4,4188.11,21073.5,39028.12,13.3,2020-11-26 17:00:00,-3.4597,-30.4203
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,12.18,22.56,9.57,3° 21'8'' S,30° 31'13'' O,2269.48,4203.08,21081.6,39043.12,13.2,2020-11-26 17:00:00,-3.3522,-30.5203
27,28,Clement Giraud,Compagnie du Lit / Jiliti,0,5.54,10.26,4.53,2° 16'3'' S,29° 4'48'' O,2304.96,4268.79,21117.1,39108.87,13.1,2020-11-26 17:00:00,-2.2675,-29.08
28,29,Ari Huusela,STARK,0,10.89,20.17,9.31,1° 13'7'' S,29° 35'52'' O,2374.18,4396.98,21186.3,39237.03,12.8,2020-11-26 17:00:00,-1.2186,-29.5978
29,30,Sebastien Destremau,MERCI,0,10.63,19.69,8.97,0° 44'17'' S,29° 42'25'' O,2403.7,4451.65,21215.8,39291.66,12.7,2020-11-26 17:00:00,-0.7381,-29.7069
30,31,Kojiro Shiraishi,DMG MORI Global One,1,10.79,19.98,8.57,2° 17'56'' N,29° 27'53'' O,2575.23,4769.33,21387.4,39609.46,12.0,2020-11-26 17:00:00,2.2989,-29.4647
31,32,Jeremie Beyou,CHARAL,1,15.13,28.02,14.79,9° 27'15'' N,25° 54'45'' O,2955.43,5473.46,21767.6,40313.6,10.4,2020-11-26 17:00:00,9.4542,-25.9125
0,1,Charlie Dalin,APIVIA,1,8.15,15.09,6.97,38° 30'49'' S,13° 32'52'' O,0.0,0.0,18834.9,34882.23,22.5,2020-11-26 14:00:00,-38.5136,-13.5478
1,2,Thomas Ruyant,LinkedOut,1,4.11,7.61,2.84,36° 36'16'' S,15° 7'9'' O,119.08,220.54,18953.9,35102.62,22.0,2020-11-26 14:00:00,-36.6044,-15.1192
2,3,Jean Le Cam,Yes We Cam!,0,10.01,18.54,5.05,32° 22'29'' S,17° 28'57'' O,351.14,650.31,19186.0,35532.47,21.0,2020-11-26 14:00:00,-32.3747,-17.4825
3,4,Kevin Escoffier,PRB,1,9.02,16.71,3.98,34° 45'28'' S,23° 31'44'' O,529.84,981.26,19364.7,35863.42,20.3,2020-11-26 14:00:00,-34.7578,-23.5289
4,5,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,9.86,18.26,3.4,34° 23'58'' S,23° 17'37'' O,531.02,983.45,19365.9,35865.65,20.3,2020-11-26 14:00:00,-34.3994,-23.2936
5,6,Yannick Bestaven,Maître CoQ IV,1,10.42,19.3,4.08,34° 24'36'' S,23° 19'35'' O,532.08,985.41,19366.9,35867.5,20.3,2020-11-26 14:00:00,-34.41,-23.3264
6,7,Sebastien Simon,ARKEA PAPREC,1,10.75,19.91,7.19,35° 6'30'' S,25° 32'41'' O,604.43,1119.4,19439.3,36001.58,20.0,2020-11-26 14:00:00,-35.1083,-25.5447
7,8,Alex Thomson,HUGO BOSS,1,10.79,19.98,9.43,34° 51'26'' S,26° 55'55'' O,670.88,1242.47,19505.7,36124.56,19.7,2020-11-26 14:00:00,-34.8572,-26.9319
8,9,Louis Burton,BUREAU VALLEE 2,1,10.61,19.65,2.54,36° 36'25'' S,28° 29'50'' O,685.84,1270.18,19520.7,36152.34,19.7,2020-11-26 14:00:00,-36.6069,-28.4972
9,10,Samantha Davies,INITIATIVES-COEUR,1,9.45,17.5,1.27,36° 12'46'' S,28° 19'39'' O,689.85,1277.6,19524.7,36159.74,19.6,2020-11-26 14:00:00,-36.2128,-28.3275
10,11,Damien Seguin,GROUPE APICIL,0,9.46,17.52,8.16,33° 9'28'' S,27° 24'19'' O,744.51,1378.83,19579.4,36261.05,19.4,2020-11-26 14:00:00,-33.1578,-27.4053
11,12,Benjamin Dutreux,OMIA - WATER FAMILY,0,12.06,22.34,6.91,33° 11'15'' S,27° 41'54'' O,755.94,1400.0,19590.8,36282.16,19.4,2020-11-26 14:00:00,-33.1875,-27.6983
12,13,Giancarlo Pedote,PRYSMIAN GROUP,1,12.91,23.91,8.69,33° 6'21'' S,27° 38'38'' O,756.29,1400.65,19591.2,36282.9,19.4,2020-11-26 14:00:00,-33.1058,-27.6439
13,14,Maxime Sorel,V and B-MAYENNE,0,13.78,25.52,10.23,30° 59'29'' S,27° 4'37'' O,802.93,1487.03,19637.8,36369.21,19.2,2020-11-26 14:00:00,-30.9914,-27.0769
14,15,Isabelle Joschke,MACSF,1,16.78,31.08,12.1,31° 41'20'' S,27° 39'53'' O,804.07,1489.14,19638.9,36371.24,19.2,2020-11-26 14:00:00,-31.6889,-27.6647
15,16,Romain Attanasio,PURE - Best Western®,0,15.56,28.82,13.24,30° 45'32'' S,29° 49'8'' O,926.81,1716.45,19761.7,36598.67,18.7,2020-11-26 14:00:00,-30.7589,-29.8189
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,14.89,27.58,10.44,29° 13'8'' S,29° 1'25'' O,947.05,1753.94,19781.9,36636.08,18.6,2020-11-26 14:00:00,-29.2189,-29.0236
17,18,Alan Roura,LA FABRIQUE,1,15.19,28.13,9.94,29° 31'23'' S,31° 6'13'' O,1024.2,1896.82,19859.1,36779.05,18.3,2020-11-26 14:00:00,-29.5231,-31.1036
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,16.61,30.76,11.27,25° 49'48'' S,30° 8'58'' O,1118.5,2071.46,19953.4,36953.7,17.9,2020-11-26 14:00:00,-25.83,-30.1494
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,14.77,27.35,11.71,15° 16'34'' S,33° 34'46'' O,1697.43,3143.64,20532.3,38025.82,15.5,2020-11-26 14:00:00,-15.2761,-33.5794
20,21,Manuel Cousin,GROUPE SÉTIN,0,13.73,25.43,10.21,14° 23'55'' S,33° 29'8'' O,1736.13,3215.31,20571.0,38097.49,15.3,2020-11-26 14:00:00,-14.3986,-33.4856
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,12.29,22.76,10.08,13° 24'14'' S,32° 7'8'' O,1740.77,3223.91,20575.6,38106.01,15.3,2020-11-26 14:00:00,-13.4039,-32.1189
22,23,Pip Hare,MEDALLIA,0,11.14,20.63,8.89,13° 25'60'' S,32° 44'27'' O,1758.93,3257.54,20593.8,38139.72,15.2,2020-11-26 14:00:00,-13.4333,-32.7408
23,24,Armel Tripon,L'OCCITANE EN PROVENCE,1,18.29,33.87,14.01,12° 16'46'' S,33° 51'41'' O,1852.93,3431.63,20687.8,38313.81,14.9,2020-11-26 14:00:00,-12.2794,-33.8614
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,15.82,29.3,13.19,3° 34'42'' S,31° 19'5'' O,2250.47,4167.87,21085.3,39049.98,13.2,2020-11-26 14:00:00,-3.5783,-31.3181
25,26,Alexia Barrier,4MYPLANET,0,12.34,22.85,9.94,2° 52'44'' S,30° 13'53'' O,2267.99,4200.32,21102.8,39082.39,13.1,2020-11-26 14:00:00,-2.8789,-30.2314
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,12.86,23.82,9.7,2° 46'42'' S,30° 19'0'' O,2275.34,4213.93,21110.2,39096.09,13.1,2020-11-26 14:00:00,-2.7783,-30.3167
27,28,Clement Giraud,Compagnie du Lit / Jiliti,0,9.56,17.71,8.62,2° 0'22'' S,28° 59'22'' O,2295.81,4251.84,21130.7,39134.06,13.0,2020-11-26 14:00:00,-2.0061,-28.9894
28,29,Ari Huusela,STARK,0,10.78,19.96,9.48,0° 41'36'' S,29° 27'25'' O,2379.33,4406.52,21214.2,39288.7,12.7,2020-11-26 14:00:00,-0.6933,-29.4569
29,30,Sebastien Destremau,MERCI,0,10.57,19.58,9.45,0° 13'42'' S,29° 33'26'' O,2407.81,4459.26,21242.7,39341.48,12.6,2020-11-26 14:00:00,-0.2283,-29.5572
30,31,Kojiro Shiraishi,DMG MORI Global One,1,11.74,21.74,9.43,2° 47'43'' N,29° 15'13'' O,2578.13,4774.7,21413.0,39656.88,11.9,2020-11-26 14:00:00,2.7953,-29.2536
31,32,Jeremie Beyou,CHARAL,1,13.87,25.69,13.62,10° 12'12'' N,25° 48'33'' O,2976.99,5513.39,21811.8,40395.45,10.2,2020-11-26 14:00:00,10.2033,-25.8092
0,1,Charlie Dalin,APIVIA,1,5.71,10.57,5.48,38° 10'8'' S,13° 49'28'' O,0.0,0.0,18855.7,34920.76,22.4,2020-11-26 11:00:00,-38.1689,-13.8244
1,2,Thomas Ruyant,LinkedOut,1,6.46,11.96,4.9,36° 24'22'' S,15° 11'1'' O,106.75,197.7,18962.4,35118.36,22.0,2020-11-26 11:00:00,-36.4061,-15.1836
2,3,Jean Le Cam,Yes We Cam!,0,6.27,11.61,5.08,31° 52'34'' S,17° 26'30'' O,345.35,639.59,19201.0,35560.25,21.0,2020-11-26 11:00:00,-31.8761,-17.4417
3,4,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,9.31,17.24,1.27,33° 55'3'' S,23° 10'18'' O,520.25,963.5,19375.9,35884.17,20.3,2020-11-26 11:00:00,-33.9175,-23.1717
4,5,Kevin Escoffier,PRB,1,8.16,15.11,2.5,34° 18'32'' S,23° 28'40'' O,520.83,964.58,19376.5,35885.28,20.3,2020-11-26 11:00:00,-34.3089,-23.4778
5,6,Yannick Bestaven,Maître CoQ IV,1,10.42,19.3,2.15,33° 53'45'' S,23° 13'42'' O,523.34,969.23,19379.0,35889.91,20.2,2020-11-26 11:00:00,-33.8958,-23.2283
6,7,Sebastien Simon,ARKEA PAPREC,1,11.88,22.0,5.77,34° 34'51'' S,25° 40'6'' O,605.03,1120.52,19460.7,36041.22,19.9,2020-11-26 11:00:00,-34.5808,-25.6683
7,8,Louis Burton,BUREAU VALLEE 2,1,10.77,19.95,9.71,36° 5'40'' S,28° 19'41'' O,672.46,1245.4,19528.1,36166.04,19.6,2020-11-26 11:00:00,-36.0944,-28.3281
8,9,Samantha Davies,INITIATIVES-COEUR,1,5.44,10.07,3.3,35° 46'25'' S,28° 6'48'' O,672.7,1245.84,19528.4,36166.6,19.6,2020-11-26 11:00:00,-35.7736,-28.1133
9,10,Alex Thomson,HUGO BOSS,1,6.83,12.65,6.09,34° 23'20'' S,27° 15'22'' O,678.25,1256.12,19533.9,36176.78,19.6,2020-11-26 11:00:00,-34.3889,-27.2561
10,11,Damien Seguin,GROUPE APICIL,0,10.67,19.76,9.62,32° 44'5'' S,27° 39'24'' O,748.1,1385.48,19603.8,36306.24,19.3,2020-11-26 11:00:00,-32.7347,-27.6567
11,12,Benjamin Dutreux,OMIA - WATER FAMILY,0,9.92,18.37,4.83,32° 35'6'' S,27° 43'11'' O,755.69,1399.54,19611.4,36320.31,19.3,2020-11-26 11:00:00,-32.585,-27.7197
12,13,Giancarlo Pedote,PRYSMIAN GROUP,1,10.65,19.72,5.83,32° 28'7'' S,27° 45'45'' O,761.34,1410.0,19617.0,36330.68,19.3,2020-11-26 11:00:00,-32.4686,-27.7625
13,14,Maxime Sorel,V and B-MAYENNE,0,12.97,24.02,8.21,30° 19'9'' S,27° 15'1'' O,812.63,1504.99,19668.3,36425.69,19.0,2020-11-26 11:00:00,-30.3192,-27.2503
14,15,Isabelle Joschke,MACSF,1,16.43,30.43,10.72,30° 51'57'' S,27° 51'17'' O,819.28,1517.31,19675.0,36438.1,19.0,2020-11-26 11:00:00,-30.8658,-27.8547
15,16,Romain Attanasio,PURE - Best Western®,0,15.02,27.82,10.57,30° 2'29'' S,30° 9'56'' O,945.52,1751.1,19801.2,36671.82,18.5,2020-11-26 11:00:00,-30.0414,-30.1656
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,14.48,26.82,9.44,28° 28'54'' S,29° 8'11'' O,957.36,1773.03,19813.0,36693.68,18.5,2020-11-26 11:00:00,-28.4817,-29.1364
17,18,Alan Roura,LA FABRIQUE,1,15.84,29.34,7.98,28° 45'59'' S,31° 10'8'' O,1033.03,1913.17,19888.7,36833.87,18.1,2020-11-26 11:00:00,-28.7664,-31.1689
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,15.41,28.54,9.24,25° 0'6'' S,30° 12'23'' O,1131.32,2095.2,19987.0,37015.92,17.7,2020-11-26 11:00:00,-25.0017,-30.2064
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,15.65,28.98,12.36,14° 32'18'' S,33° 34'6'' O,1711.44,3169.59,20567.1,38090.27,15.3,2020-11-26 11:00:00,-14.5383,-33.5683
20,21,Manuel Cousin,GROUPE SÉTIN,0,15.34,28.41,11.78,13° 43'4'' S,33° 24'2'' O,1745.64,3232.93,20601.3,38153.61,15.2,2020-11-26 11:00:00,-13.7178,-33.4006
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,12.43,23.02,10.11,12° 47'28'' S,32° 4'38'' O,1750.03,3241.06,20605.7,38161.76,15.2,2020-11-26 11:00:00,-12.7911,-32.0772
22,23,Pip Hare,MEDALLIA,0,12.34,22.85,10.24,12° 52'42'' S,32° 41'43'' O,1764.63,3268.09,20620.3,38188.8,15.1,2020-11-26 11:00:00,-12.8783,-32.6953
23,24,Armel Tripon,L'OCCITANE EN PROVENCE,1,18.97,35.13,15.25,11° 22'26'' S,33° 44'16'' O,1873.69,3470.07,20729.4,38390.85,14.7,2020-11-26 11:00:00,-11.3739,-33.7378
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,14.81,27.43,12.2,2° 48'34'' S,31° 8'3'' O,2269.04,4202.26,21124.7,39122.94,13.1,2020-11-26 11:00:00,-2.8094,-31.1342
25,26,Alexia Barrier,4MYPLANET,0,12.18,22.56,10.38,2° 17'38'' S,30° 2'13'' O,2276.86,4216.74,21132.5,39137.39,13.0,2020-11-26 11:00:00,-2.2939,-30.0369
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,11.71,21.69,10.02,2° 11'14'' S,30° 3'52'' O,2283.45,4228.95,21139.1,39149.61,13.0,2020-11-26 11:00:00,-2.1872,-30.0644
27,28,Clement Giraud,Compagnie du Lit / Jiliti,0,11.64,21.56,11.02,1° 32'8'' S,28° 54'30'' O,2300.83,4261.14,21156.5,39181.84,12.9,2020-11-26 11:00:00,-1.5356,-28.9083
28,29,Ari Huusela,STARK,0,10.87,20.13,9.88,0° 10'3'' S,29° 20'19'' O,2386.89,4420.52,21242.6,39341.3,12.6,2020-11-26 11:00:00,-0.1675,-29.3386
29,30,Sebastien Destremau,MERCI,0,11.41,21.13,10.51,0° 17'25'' N,29° 27'30'' O,2415.3,4473.14,21271.0,39393.89,12.5,2020-11-26 11:00:00,0.2903,-29.4583
30,31,Kojiro Shiraishi,DMG MORI Global One,1,11.73,21.72,10.35,3° 20'11'' N,29° 1'38'' O,2585.5,4788.35,21441.2,39709.1,11.8,2020-11-26 11:00:00,3.3364,-29.0272
31,32,Jeremie Beyou,CHARAL,1,12.77,23.65,12.56,10° 53'29'' N,25° 43'24'' O,2996.99,5550.43,21852.7,40471.2,10.1,2020-11-26 11:00:00,10.8914,-25.7233
0,1,Charlie Dalin,APIVIA,1,7.45,13.8,7.21,37° 58'24'' S,14° 5'19'' O,0.0,0.0,18872.1,34951.13,22.3,2020-11-26 08:00:00,-37.9733,-14.0886
1,2,Thomas Ruyant,LinkedOut,1,3.48,6.44,2.22,36° 6'8'' S,15° 19'9'' O,104.97,194.4,18977.1,35145.59,21.9,2020-11-26 08:00:00,-36.1022,-15.3192
2,3,Jean Le Cam,Yes We Cam!,0,8.8,16.3,8.51,31° 34'50'' S,17° 33'53'' O,344.15,637.37,19216.2,35588.4,20.9,2020-11-26 08:00:00,-31.5806,-17.5647
3,4,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,10.78,19.96,2.04,33° 29'40'' S,22° 56'22'' O,507.57,940.02,19379.7,35891.2,20.2,2020-11-26 08:00:00,-33.4944,-22.9394
4,5,Kevin Escoffier,PRB,1,10.12,18.74,0.8,33° 54'49'' S,23° 21'27'' O,511.82,947.89,19383.9,35898.98,20.2,2020-11-26 08:00:00,-33.9136,-23.3575
5,6,Yannick Bestaven,Maître CoQ IV,1,12.0,22.22,3.02,33° 24'30'' S,23° 0'31'' O,513.26,950.56,19385.3,35901.58,20.2,2020-11-26 08:00:00,-33.4083,-23.0086
6,7,Sebastien Simon,ARKEA PAPREC,1,9.46,17.52,4.76,33° 59'16'' S,25° 37'58'' O,605.69,1121.74,19477.8,36072.89,19.8,2020-11-26 08:00:00,-33.9878,-25.6328
7,8,Samantha Davies,INITIATIVES-COEUR,1,9.1,16.85,8.5,35° 30'15'' S,28° 9'28'' O,666.15,1233.71,19538.2,36184.75,19.6,2020-11-26 08:00:00,-35.5042,-28.1578
8,9,Alex Thomson,HUGO BOSS,1,5.45,10.09,3.16,34° 5'51'' S,27° 28'17'' O,680.07,1259.49,19552.2,36210.67,19.5,2020-11-26 08:00:00,-34.0975,-27.4714
9,10,Louis Burton,BUREAU VALLEE 2,1,10.95,20.28,9.18,35° 39'12'' S,28° 42'29'' O,685.09,1268.79,19557.2,36219.93,19.5,2020-11-26 08:00:00,-35.6533,-28.7081
10,11,Benjamin Dutreux,OMIA - WATER FAMILY,0,11.03,20.43,3.74,32° 5'28'' S,27° 40'21'' O,753.66,1395.78,19625.8,36346.98,19.2,2020-11-26 08:00:00,-32.0911,-27.6725
11,12,Damien Seguin,GROUPE APICIL,0,11.02,20.41,5.48,32° 16'35'' S,27° 58'45'' O,760.47,1408.39,19632.6,36359.58,19.2,2020-11-26 08:00:00,-32.2764,-27.9792
12,13,Giancarlo Pedote,PRYSMIAN GROUP,1,11.49,21.28,8.94,31° 56'11'' S,27° 45'15'' O,762.29,1411.76,19634.4,36362.91,19.2,2020-11-26 08:00:00,-31.9364,-27.7542
13,14,Maxime Sorel,V and B-MAYENNE,0,12.14,22.48,7.54,29° 40'19'' S,27° 17'35'' O,820.7,1519.94,19692.8,36471.07,18.9,2020-11-26 08:00:00,-29.6719,-27.2931
14,15,Isabelle Joschke,MACSF,1,15.81,29.28,7.87,30° 2'54'' S,27° 56'22'' O,834.79,1546.03,19706.9,36497.18,18.9,2020-11-26 08:00:00,-30.0483,-27.9394
15,16,Romain Attanasio,PURE - Best Western®,0,13.19,24.43,9.63,29° 17'57'' S,30° 17'36'' O,960.64,1779.11,19832.7,36730.16,18.4,2020-11-26 08:00:00,-29.2992,-30.2933
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,15.82,29.3,10.5,27° 45'34'' S,29° 11'0'' O,969.11,1794.79,19841.2,36745.9,18.3,2020-11-26 08:00:00,-27.7594,-29.1833
17,18,Alan Roura,LA FABRIQUE,1,15.67,29.02,9.37,27° 58'50'' S,31° 3'39'' O,1040.36,1926.75,19912.4,36877.76,18.0,2020-11-26 08:00:00,-27.9806,-31.0608
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,14.0,25.93,9.34,24° 13'57'' S,30° 9'54'' O,1142.48,2115.87,20014.6,37067.04,17.6,2020-11-26 08:00:00,-24.2325,-30.165
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,15.19,28.13,11.43,13° 45'25'' S,33° 32'2'' O,1731.78,3207.26,20603.9,38158.42,15.2,2020-11-26 08:00:00,-13.7569,-33.5339
